,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001913143294432753,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00033921302578018993,0.0,0.01,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001913143294432753,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00033921302578018993,0.0,0.01,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0034602076124567475,0.1,0.005208333333333333,1.0,0.029016975917883932,0.009594857156564081,1.5098933017890495e-05,0.0016051364365971107,0.00325234360053568,0.065,1.5100216654604304e-05,0.0015736493868493643,1.0,0.0,0.0,0.0,0.25,0.0026327336551118913,0.003731343283582089,0.015228426395939085,0.08,0.004132231404958678,0.0,0.003129890453834116,0.0
21,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0021551724137931034,0.0,0.0,0.0034602076124567475,0.1,0.005208333333333333,1.0,0.030833004342676665,0.010794214301134591,2.0307564264284874e-05,0.0016051364365971107,0.003634972259422231,0.055,2.0304996763938075e-05,0.001881368617401442,1.0,0.0,0.0,0.0027137042062415195,0.25,0.0035103115401491883,0.003731343283582089,0.02030456852791878,0.09,0.004132231404958678,0.0,0.003129890453834116,0.0
22,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.0,0.0,0.11290959336754837,0.05717335508167622,0.0020854213804244568,0.036115569823434994,0.04553281040749952,0.01,0.002085418482719486,0.036478107917401734,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.13705583756345177,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,1.0
23,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.1530612244897959,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.005208333333333333,1.0,0.12238452427951046,0.05322747007603924,0.001959713648748153,0.03691813804173355,0.04553281040749952,0.01,0.0019597123562386733,0.03681820456264668,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.14720812182741116,0.26,0.1763085399449036,0.40236006683375103,0.12832550860719874,0.0
24,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.005208333333333333,1.0,0.12238452427951046,0.05322747007603924,0.001959713648748153,0.03691813804173355,0.04553281040749952,0.01,0.0019597123562386733,0.03681820456264668,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.14720812182741116,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,0.0
25,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.0,0.0,0.11290959336754837,0.05717335508167622,0.0020854213804244568,0.036115569823434994,0.04553281040749952,0.01,0.002085418482719486,0.036478107917401734,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.13705583756345177,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,0.0
26,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.005208333333333333,1.0,0.12238452427951046,0.05322747007603924,0.001959713648748153,0.03691813804173355,0.04553281040749952,0.01,0.0019597123562386733,0.03681820456264668,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.14720812182741116,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,0.0
27,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.0,0.0,0.11290959336754837,0.05717335508167622,0.0020854213804244568,0.036115569823434994,0.04553281040749952,0.01,0.002085418482719486,0.036478107917401734,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.13705583756345177,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,0.0
28,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.005208333333333333,1.0,0.12238452427951046,0.05322747007603924,0.001959713648748153,0.03691813804173355,0.04553281040749952,0.01,0.0019597123562386733,0.03681820456264668,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.14720812182741116,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,0.0
29,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.0,0.0,0.11290959336754837,0.05717335508167622,0.0020854213804244568,0.036115569823434994,0.04553281040749952,0.01,0.002085418482719486,0.036478107917401734,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.13705583756345177,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,0.0
30,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.005208333333333333,1.0,0.12238452427951046,0.05322747007603924,0.001959713648748153,0.03691813804173355,0.04553281040749952,0.01,0.0019597123562386733,0.03681820456264668,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.14720812182741116,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,0.0
31,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.0,0.0,0.11290959336754837,0.05717335508167622,0.0020854213804244568,0.036115569823434994,0.04553281040749952,0.01,0.002085418482719486,0.036478107917401734,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.13705583756345177,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,1.0
32,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.005208333333333333,1.0,0.12238452427951046,0.05322747007603924,0.001959713648748153,0.03691813804173355,0.04553281040749952,0.01,0.0019597123562386733,0.03681820456264668,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.14720812182741116,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,1.0
33,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.005208333333333333,1.0,0.12238452427951046,0.05322747007603924,0.001959713648748153,0.03691813804173355,0.04553281040749952,0.01,0.0019597123562386733,0.03681820456264668,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.14720812182741116,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,0.0
34,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.0,0.0,0.11290959336754837,0.05717335508167622,0.0020854213804244568,0.036115569823434994,0.04553281040749952,0.01,0.002085418482719486,0.036478107917401734,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.13705583756345177,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,0.0
35,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.1530612244897959,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.005208333333333333,1.0,0.12238452427951046,0.05322747007603924,0.001959713648748153,0.03691813804173355,0.04553281040749952,0.01,0.0019597123562386733,0.03681820456264668,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.14720812182741116,0.26,0.1763085399449036,0.40236006683375103,0.12832550860719874,0.0
36,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.1530612244897959,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.0,0.0,0.11290959336754837,0.05717335508167622,0.0020854213804244568,0.036115569823434994,0.04553281040749952,0.01,0.002085418482719486,0.036478107917401734,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.13705583756345177,0.26,0.1763085399449036,0.40236006683375103,0.12832550860719874,0.0
37,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.005208333333333333,1.0,0.12238452427951046,0.05322747007603924,0.001959713648748153,0.03691813804173355,0.04553281040749952,0.01,0.0019597123562386733,0.03681820456264668,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.14720812182741116,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,0.0
38,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.0,0.0,0.11290959336754837,0.05717335508167622,0.0020854213804244568,0.036115569823434994,0.04553281040749952,0.01,0.002085418482719486,0.036478107917401734,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.13705583756345177,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,0.0
39,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.005208333333333333,1.0,0.12238452427951046,0.05322747007603924,0.001959713648748153,0.03691813804173355,0.04553281040749952,0.01,0.0019597123562386733,0.03681820456264668,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.14720812182741116,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,1.0
40,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.1530612244897959,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.0,0.0,0.11290959336754837,0.05717335508167622,0.0020854213804244568,0.036115569823434994,0.04553281040749952,0.01,0.002085418482719486,0.036478107917401734,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.13705583756345177,0.26,0.1763085399449036,0.40236006683375103,0.12832550860719874,0.0
41,0.20689655172413793,0.04857142857142857,0.041666666666666664,0.14285714285714285,0.23076923076923078,0.025396825396825397,0.0,0.01,0.02564102564102564,0.0,1.0,0.04418103448275862,0.0,0.0,0.11591695501730104,0.0,0.0,0.0,0.11290959336754837,0.05717335508167622,0.0020854213804244568,0.036115569823434994,0.04553281040749952,0.01,0.002085418482719486,0.036478107917401734,1.0,0.025157232704402517,0.025396825396825397,0.03934871099050203,0.01,0.04344010530934621,0.0471506105834464,0.13705583756345177,0.26,0.174931129476584,0.3964076858813701,0.1267605633802817,0.0
42,0.09195402298850575,0.028571428571428574,0.027777777777777776,0.14285714285714285,0.03418803418803419,0.031746031746031744,0.026178010471204195,0.18,0.03205128205128205,0.010810810810810811,0.0,0.028017241379310345,0.0,0.0,0.03460207612456748,0.0,0.0,0.0,0.10564547966837742,0.026409844323442632,0.000416519446079121,0.01605136436597111,0.021044576238760285,0.025,0.00041652104883840423,0.015769406447065735,0.0,0.031446540880503145,0.031746031746031744,0.028493894165535952,0.13,0.022378236068451074,0.020013568521031207,0.11167512690355329,0.19,0.06473829201101929,0.4946741854636591,0.05320813771517997,0.0
43,0.09195402298850575,0.028571428571428574,0.027777777777777776,0.14285714285714285,0.03418803418803419,0.031746031746031744,0.026178010471204195,0.18,0.03205128205128205,0.010810810810810811,0.0,0.028017241379310345,0.0,0.0,0.03460207612456748,0.0,0.0,0.0,0.10564547966837742,0.026409844323442632,0.000416519446079121,0.01605136436597111,0.021044576238760285,0.025,0.00041652104883840423,0.015769406447065735,0.0,0.031446540880503145,0.031746031746031744,0.028493894165535952,0.13,0.022378236068451074,0.020013568521031207,0.11167512690355329,0.19,0.06473829201101929,0.4946741854636591,0.05320813771517997,0.0
44,0.09195402298850575,0.022857142857142857,0.041666666666666664,0.13265306122448978,0.03418803418803419,0.025396825396825397,0.020942408376963352,0.16,0.02564102564102564,0.010810810810810811,0.0,0.02586206896551724,0.0,0.0,0.032871972318339104,0.0,0.0,0.0,0.11551519936833794,0.023939168605627385,0.00037400956962210314,0.015248796147672551,0.02085326190931701,0.025,0.0003740105307201055,0.015625982527434506,0.0,0.025157232704402517,0.025396825396825397,0.02713704206241519,0.11,0.022378236068451074,0.019674355495251015,0.11675126903553298,0.18,0.06198347107438017,0.4931077694235589,0.050078247261345854,0.0
45,0.09195402298850575,0.028571428571428574,0.027777777777777776,0.14285714285714285,0.03418803418803419,0.031746031746031744,0.026178010471204195,0.18,0.03205128205128205,0.010810810810810811,0.0,0.028017241379310345,0.0,0.0,0.03460207612456748,0.0,0.0,0.0,0.10564547966837742,0.026409844323442632,0.000416519446079121,0.01605136436597111,0.021044576238760285,0.025,0.00041652104883840423,0.015769406447065735,0.0,0.031446540880503145,0.031746031746031744,0.028493894165535952,0.13,0.022378236068451074,0.020013568521031207,0.11167512690355329,0.19,0.06473829201101929,0.4946741854636591,0.05320813771517997,0.0
46,0.09195402298850575,0.022857142857142857,0.041666666666666664,0.13265306122448978,0.03418803418803419,0.025396825396825397,0.020942408376963352,0.16,0.02564102564102564,0.010810810810810811,0.0,0.02586206896551724,0.0,0.0,0.032871972318339104,0.0,0.0,0.0,0.11551519936833794,0.023939168605627385,0.00037400956962210314,0.015248796147672551,0.02085326190931701,0.025,0.0003740105307201055,0.015625982527434506,0.0,0.025157232704402517,0.025396825396825397,0.02713704206241519,0.11,0.022378236068451074,0.019674355495251015,0.11675126903553298,0.18,0.06198347107438017,0.4931077694235589,0.050078247261345854,0.0
47,0.09195402298850575,0.028571428571428574,0.027777777777777776,0.14285714285714285,0.03418803418803419,0.031746031746031744,0.026178010471204195,0.18,0.03205128205128205,0.010810810810810811,0.0,0.028017241379310345,0.0,0.0,0.03460207612456748,0.0,0.0,0.0,0.10564547966837742,0.026409844323442632,0.000416519446079121,0.01605136436597111,0.021044576238760285,0.025,0.00041652104883840423,0.015769406447065735,0.0,0.031446540880503145,0.031746031746031744,0.028493894165535952,0.13,0.022378236068451074,0.020013568521031207,0.11167512690355329,0.19,0.06473829201101929,0.4946741854636591,0.05320813771517997,0.0
48,0.09195402298850575,0.028571428571428574,0.027777777777777776,0.14285714285714285,0.03418803418803419,0.031746031746031744,0.026178010471204195,0.18,0.03205128205128205,0.010810810810810811,0.0,0.028017241379310345,0.0,0.0,0.03460207612456748,0.0,0.0,0.0,0.10564547966837742,0.026409844323442632,0.000416519446079121,0.01605136436597111,0.021044576238760285,0.025,0.00041652104883840423,0.015769406447065735,0.0,0.031446540880503145,0.031746031746031744,0.028493894165535952,0.13,0.022378236068451074,0.020013568521031207,0.11167512690355329,0.19,0.06473829201101929,0.4946741854636591,0.05320813771517997,0.0
49,0.09195402298850575,0.028571428571428574,0.027777777777777776,0.14285714285714285,0.03418803418803419,0.031746031746031744,0.026178010471204195,0.18,0.03205128205128205,0.010810810810810811,0.0,0.028017241379310345,0.0,0.0,0.03460207612456748,0.0,0.0,0.0,0.10564547966837742,0.026409844323442632,0.000416519446079121,0.01605136436597111,0.021044576238760285,0.025,0.00041652104883840423,0.015769406447065735,0.0,0.031446540880503145,0.031746031746031744,0.028493894165535952,0.13,0.022378236068451074,0.020013568521031207,0.11167512690355329,0.19,0.06473829201101929,0.4946741854636591,0.05320813771517997,0.0
50,0.09195402298850575,0.028571428571428574,0.027777777777777776,0.14285714285714285,0.03418803418803419,0.031746031746031744,0.026178010471204195,0.18,0.03205128205128205,0.010810810810810811,0.0,0.028017241379310345,0.0,0.0,0.03460207612456748,0.0,0.0,0.0,0.10564547966837742,0.026409844323442632,0.000416519446079121,0.01605136436597111,0.021044576238760285,0.025,0.00041652104883840423,0.015769406447065735,0.0,0.031446540880503145,0.031746031746031744,0.028493894165535952,0.13,0.022378236068451074,0.020013568521031207,0.11167512690355329,0.19,0.06473829201101929,0.4946741854636591,0.05320813771517997,0.0
51,0.09195402298850575,0.028571428571428574,0.027777777777777776,0.14285714285714285,0.03418803418803419,0.031746031746031744,0.026178010471204195,0.18,0.03205128205128205,0.010810810810810811,0.0,0.028017241379310345,0.0,0.0,0.03460207612456748,0.0,0.0,0.0,0.10564547966837742,0.026409844323442632,0.000416519446079121,0.01605136436597111,0.021044576238760285,0.025,0.00041652104883840423,0.015769406447065735,0.0,0.031446540880503145,0.031746031746031744,0.028493894165535952,0.13,0.022378236068451074,0.020013568521031207,0.11167512690355329,0.19,0.06473829201101929,0.4946741854636591,0.05320813771517997,0.0
52,0.022988505747126436,0.0,0.0,0.0,0.025641025641025644,0.0,0.0,0.14,0.0,0.0,1.0,0.004310344827586207,0.0,0.0,0.012110726643598616,0.0,0.0,0.0,0.0792735886300829,0.0065964642951378055,1.948888168205739e-05,0.0032102728731942215,0.005548115553854984,0.09,1.949048622518551e-05,0.002954372195239556,1.0,0.0,0.0,0.005427408412483039,0.07,0.004826678367705134,0.006105834464043419,0.035532994923857864,0.07,0.01790633608815427,0.3132832080200501,0.010954616588419406,0.0
